9904
(0, 11)   (1, 28)   (2, 7)   (3, 4)   (4, 1)   (5, 8)   (6, 14)   (7, 6)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 13)   (14, 15)   (15, 12)   (16, 26)   (17, 10)   (18, 20)   (19, 29)   (20, 3)   (21, 27)   (22, 23)   (23, 9)   (24, 24)   (25, 18)   (26, 16)   (27, 25)   (28, 5)   (29, 22)
(0, 28)   (1, 29)   (2, 13)   (3, 1)   (4, 23)   (5, 6)   (6, 14)   (7, 25)   (8, 0)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 16)   (16, 12)   (17, 2)   (18, 24)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 8)   (24, 15)   (25, 18)   (26, 7)   (27, 5)   (28, 26)   (29, 20)
(0, 28)   (1, 29)   (2, 5)   (3, 1)   (4, 23)   (5, 24)   (6, 14)   (7, 25)   (8, 0)   (9, 17)   (10, 4)   (11, 22)   (12, 6)   (13, 11)   (14, 21)   (15, 16)   (16, 12)   (17, 13)   (18, 19)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 8)   (24, 15)   (25, 18)   (26, 7)   (27, 2)   (28, 26)   (29, 20)
(0, 28)   (1, 15)   (2, 5)   (3, 1)   (4, 23)   (5, 6)   (6, 14)   (7, 25)   (8, 0)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 16)   (16, 12)   (17, 2)   (18, 24)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 8)   (24, 29)   (25, 18)   (26, 7)   (27, 13)   (28, 26)   (29, 20)
(0, 28)   (1, 29)   (2, 13)   (3, 5)   (4, 23)   (5, 19)   (6, 14)   (7, 25)   (8, 0)   (9, 17)   (10, 4)   (11, 1)   (12, 6)   (13, 11)   (14, 21)   (15, 16)   (16, 12)   (17, 22)   (18, 24)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 8)   (24, 15)   (25, 18)   (26, 7)   (27, 2)   (28, 26)   (29, 20)
(0, 0)   (1, 2)   (2, 17)   (3, 16)   (4, 25)   (5, 7)   (6, 14)   (7, 6)   (8, 29)   (9, 21)   (10, 12)   (11, 1)   (12, 19)   (13, 13)   (14, 15)   (15, 10)   (16, 20)   (17, 22)   (18, 28)   (19, 8)   (20, 3)   (21, 27)   (22, 5)   (23, 23)   (24, 24)   (25, 9)   (26, 18)   (27, 4)   (28, 26)   (29, 11)
(0, 0)   (1, 2)   (2, 17)   (3, 16)   (4, 25)   (5, 7)   (6, 14)   (7, 6)   (8, 29)   (9, 21)   (10, 12)   (11, 1)   (12, 19)   (13, 13)   (14, 15)   (15, 22)   (16, 20)   (17, 10)   (18, 28)   (19, 8)   (20, 3)   (21, 27)   (22, 18)   (23, 23)   (24, 24)   (25, 9)   (26, 5)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 3)   (2, 5)   (3, 25)   (4, 8)   (5, 7)   (6, 14)   (7, 22)   (8, 0)   (9, 21)   (10, 18)   (11, 1)   (12, 24)   (13, 2)   (14, 15)   (15, 23)   (16, 20)   (17, 13)   (18, 19)   (19, 16)   (20, 29)   (21, 17)   (22, 10)   (23, 27)   (24, 12)   (25, 6)   (26, 9)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 2)   (2, 5)   (3, 16)   (4, 8)   (5, 7)   (6, 14)   (7, 22)   (8, 0)   (9, 21)   (10, 18)   (11, 1)   (12, 24)   (13, 13)   (14, 15)   (15, 23)   (16, 20)   (17, 6)   (18, 19)   (19, 25)   (20, 3)   (21, 17)   (22, 10)   (23, 27)   (24, 12)   (25, 28)   (26, 9)   (27, 4)   (28, 26)   (29, 11)
(0, 18)   (1, 29)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 24)   (10, 2)   (11, 17)   (12, 19)   (13, 13)   (14, 21)   (15, 20)   (16, 15)   (17, 10)   (18, 16)   (19, 6)   (20, 3)   (21, 27)   (22, 5)   (23, 23)   (24, 12)   (25, 11)   (26, 9)   (27, 4)   (28, 26)   (29, 22)
(0, 15)   (1, 29)   (2, 7)   (3, 28)   (4, 25)   (5, 8)   (6, 14)   (7, 10)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 11)   (14, 24)   (15, 20)   (16, 18)   (17, 1)   (18, 13)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 9)   (26, 16)   (27, 4)   (28, 26)   (29, 22)
(0, 11)   (1, 29)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 9)   (14, 24)   (15, 20)   (16, 15)   (17, 10)   (18, 13)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 18)   (26, 16)   (27, 4)   (28, 26)   (29, 22)
(0, 18)   (1, 29)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 9)   (14, 24)   (15, 20)   (16, 15)   (17, 13)   (18, 10)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 4)   (28, 26)   (29, 22)
(0, 22)   (1, 0)   (2, 7)   (3, 28)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 16)   (14, 24)   (15, 5)   (16, 20)   (17, 3)   (18, 29)   (19, 13)   (20, 6)   (21, 23)   (22, 27)   (23, 15)   (24, 12)   (25, 10)   (26, 4)   (27, 17)   (28, 26)   (29, 11)
(0, 18)   (1, 14)   (2, 5)   (3, 13)   (4, 25)   (5, 0)   (6, 8)   (7, 12)   (8, 28)   (9, 19)   (10, 26)   (11, 24)   (12, 9)   (13, 29)   (14, 16)   (15, 2)   (16, 22)   (17, 27)   (18, 21)   (19, 15)   (20, 3)   (21, 7)   (22, 23)   (23, 10)   (24, 20)   (25, 11)   (26, 1)   (27, 4)   (28, 17)   (29, 6)
(0, 29)   (1, 2)   (2, 5)   (3, 16)   (4, 8)   (5, 7)   (6, 14)   (7, 22)   (8, 0)   (9, 21)   (10, 18)   (11, 1)   (12, 24)   (13, 13)   (14, 15)   (15, 23)   (16, 20)   (17, 6)   (18, 19)   (19, 25)   (20, 3)   (21, 17)   (22, 10)   (23, 27)   (24, 12)   (25, 11)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 22)   (1, 0)   (2, 7)   (3, 28)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 17)   (14, 24)   (15, 5)   (16, 20)   (17, 3)   (18, 10)   (19, 13)   (20, 6)   (21, 23)   (22, 27)   (23, 15)   (24, 12)   (25, 29)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 22)   (1, 0)   (2, 7)   (3, 28)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 10)   (14, 24)   (15, 5)   (16, 20)   (17, 3)   (18, 17)   (19, 13)   (20, 6)   (21, 23)   (22, 27)   (23, 29)   (24, 12)   (25, 15)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 2)   (2, 5)   (3, 16)   (4, 8)   (5, 9)   (6, 13)   (7, 25)   (8, 28)   (9, 21)   (10, 12)   (11, 1)   (12, 19)   (13, 20)   (14, 15)   (15, 14)   (16, 22)   (17, 0)   (18, 17)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 10)   (24, 24)   (25, 18)   (26, 7)   (27, 4)   (28, 26)   (29, 11)
(0, 11)   (1, 2)   (2, 5)   (3, 16)   (4, 8)   (5, 7)   (6, 13)   (7, 25)   (8, 28)   (9, 20)   (10, 12)   (11, 17)   (12, 19)   (13, 29)   (14, 15)   (15, 14)   (16, 22)   (17, 0)   (18, 1)   (19, 9)   (20, 3)   (21, 27)   (22, 23)   (23, 10)   (24, 24)   (25, 18)   (26, 21)   (27, 4)   (28, 26)   (29, 6)
(0, 28)   (1, 13)   (2, 21)   (3, 7)   (4, 26)   (5, 5)   (6, 14)   (7, 29)   (8, 0)   (9, 17)   (10, 4)   (11, 8)   (12, 2)   (13, 11)   (14, 24)   (15, 22)   (16, 23)   (17, 19)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 1)   (23, 10)   (24, 12)   (25, 18)   (26, 16)   (27, 25)   (28, 15)   (29, 20)
(0, 28)   (1, 15)   (2, 23)   (3, 16)   (4, 24)   (5, 8)   (6, 6)   (7, 25)   (8, 0)   (9, 17)   (10, 4)   (11, 22)   (12, 2)   (13, 11)   (14, 21)   (15, 14)   (16, 29)   (17, 5)   (18, 19)   (19, 9)   (20, 3)   (21, 27)   (22, 20)   (23, 10)   (24, 12)   (25, 18)   (26, 7)   (27, 13)   (28, 26)   (29, 1)
(0, 11)   (1, 21)   (2, 5)   (3, 7)   (4, 25)   (5, 18)   (6, 14)   (7, 22)   (8, 0)   (9, 20)   (10, 23)   (11, 24)   (12, 19)   (13, 2)   (14, 15)   (15, 29)   (16, 26)   (17, 13)   (18, 1)   (19, 6)   (20, 3)   (21, 27)   (22, 8)   (23, 10)   (24, 12)   (25, 9)   (26, 16)   (27, 4)   (28, 17)   (29, 28)
(0, 28)   (1, 21)   (2, 5)   (3, 7)   (4, 25)   (5, 18)   (6, 14)   (7, 1)   (8, 0)   (9, 20)   (10, 23)   (11, 24)   (12, 19)   (13, 2)   (14, 15)   (15, 22)   (16, 29)   (17, 13)   (18, 17)   (19, 6)   (20, 3)   (21, 27)   (22, 8)   (23, 10)   (24, 12)   (25, 9)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 0)   (1, 28)   (2, 17)   (3, 16)   (4, 25)   (5, 7)   (6, 14)   (7, 6)   (8, 29)   (9, 21)   (10, 12)   (11, 1)   (12, 19)   (13, 13)   (14, 15)   (15, 22)   (16, 20)   (17, 10)   (18, 2)   (19, 8)   (20, 3)   (21, 27)   (22, 18)   (23, 5)   (24, 24)   (25, 9)   (26, 23)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 2)   (2, 5)   (3, 16)   (4, 8)   (5, 7)   (6, 14)   (7, 22)   (8, 0)   (9, 21)   (10, 18)   (11, 1)   (12, 24)   (13, 13)   (14, 15)   (15, 23)   (16, 20)   (17, 6)   (18, 19)   (19, 25)   (20, 3)   (21, 27)   (22, 10)   (23, 17)   (24, 12)   (25, 11)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 28)   (1, 13)   (2, 23)   (3, 7)   (4, 1)   (5, 12)   (6, 14)   (7, 10)   (8, 0)   (9, 21)   (10, 8)   (11, 22)   (12, 2)   (13, 20)   (14, 24)   (15, 29)   (16, 27)   (17, 19)   (18, 6)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 15)   (24, 16)   (25, 17)   (26, 4)   (27, 25)   (28, 26)   (29, 11)
(0, 28)   (1, 29)   (2, 13)   (3, 1)   (4, 23)   (5, 0)   (6, 14)   (7, 25)   (8, 24)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 2)   (16, 12)   (17, 16)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 8)   (24, 15)   (25, 18)   (26, 7)   (27, 5)   (28, 26)   (29, 20)
(0, 28)   (1, 2)   (2, 23)   (3, 24)   (4, 8)   (5, 7)   (6, 14)   (7, 22)   (8, 0)   (9, 17)   (10, 4)   (11, 5)   (12, 19)   (13, 10)   (14, 21)   (15, 29)   (16, 20)   (17, 13)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 18)   (23, 15)   (24, 12)   (25, 1)   (26, 16)   (27, 25)   (28, 26)   (29, 11)
(0, 18)   (1, 29)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 9)   (14, 15)   (15, 20)   (16, 24)   (17, 10)   (18, 6)   (19, 13)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 4)   (28, 26)   (29, 22)
(0, 22)   (1, 0)   (2, 7)   (3, 28)   (4, 8)   (5, 9)   (6, 14)   (7, 10)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 25)   (14, 15)   (15, 5)   (16, 20)   (17, 3)   (18, 17)   (19, 13)   (20, 6)   (21, 23)   (22, 27)   (23, 29)   (24, 12)   (25, 24)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 22)   (1, 0)   (2, 7)   (3, 28)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 4)   (14, 24)   (15, 29)   (16, 20)   (17, 3)   (18, 10)   (19, 13)   (20, 6)   (21, 23)   (22, 27)   (23, 15)   (24, 12)   (25, 5)   (26, 16)   (27, 17)   (28, 26)   (29, 11)
(0, 28)   (1, 29)   (2, 13)   (3, 6)   (4, 23)   (5, 0)   (6, 14)   (7, 25)   (8, 24)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 2)   (16, 12)   (17, 16)   (18, 8)   (19, 9)   (20, 3)   (21, 27)   (22, 1)   (23, 10)   (24, 15)   (25, 18)   (26, 7)   (27, 5)   (28, 26)   (29, 20)
(0, 28)   (1, 29)   (2, 13)   (3, 1)   (4, 23)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 16)   (16, 20)   (17, 2)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 26)   (24, 15)   (25, 18)   (26, 7)   (27, 5)   (28, 24)   (29, 12)
(0, 28)   (1, 21)   (2, 23)   (3, 16)   (4, 26)   (5, 9)   (6, 14)   (7, 29)   (8, 0)   (9, 17)   (10, 4)   (11, 8)   (12, 2)   (13, 11)   (14, 22)   (15, 24)   (16, 18)   (17, 19)   (18, 6)   (19, 5)   (20, 3)   (21, 13)   (22, 1)   (23, 10)   (24, 12)   (25, 27)   (26, 7)   (27, 25)   (28, 15)   (29, 20)
(0, 28)   (1, 29)   (2, 16)   (3, 25)   (4, 1)   (5, 18)   (6, 13)   (7, 6)   (8, 0)   (9, 7)   (10, 12)   (11, 17)   (12, 19)   (13, 2)   (14, 15)   (15, 14)   (16, 22)   (17, 10)   (18, 21)   (19, 8)   (20, 3)   (21, 27)   (22, 5)   (23, 23)   (24, 24)   (25, 9)   (26, 20)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 29)   (2, 2)   (3, 1)   (4, 23)   (5, 0)   (6, 14)   (7, 25)   (8, 24)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 13)   (16, 20)   (17, 16)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 8)   (24, 15)   (25, 18)   (26, 7)   (27, 5)   (28, 26)   (29, 12)
(0, 28)   (1, 29)   (2, 13)   (3, 1)   (4, 24)   (5, 8)   (6, 14)   (7, 25)   (8, 23)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 2)   (16, 12)   (17, 16)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 10)   (23, 0)   (24, 15)   (25, 18)   (26, 7)   (27, 5)   (28, 26)   (29, 20)
(0, 28)   (1, 21)   (2, 5)   (3, 7)   (4, 1)   (5, 18)   (6, 14)   (7, 29)   (8, 0)   (9, 20)   (10, 23)   (11, 24)   (12, 19)   (13, 2)   (14, 25)   (15, 22)   (16, 15)   (17, 13)   (18, 17)   (19, 6)   (20, 3)   (21, 27)   (22, 8)   (23, 10)   (24, 12)   (25, 9)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 6)   (2, 5)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 28)   (11, 1)   (12, 24)   (13, 2)   (14, 15)   (15, 16)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 27)   (22, 10)   (23, 17)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 21)   (2, 23)   (3, 7)   (4, 26)   (5, 9)   (6, 14)   (7, 29)   (8, 0)   (9, 17)   (10, 4)   (11, 8)   (12, 2)   (13, 11)   (14, 22)   (15, 24)   (16, 18)   (17, 19)   (18, 6)   (19, 5)   (20, 3)   (21, 13)   (22, 1)   (23, 10)   (24, 12)   (25, 27)   (26, 16)   (27, 25)   (28, 15)   (29, 20)
(0, 29)   (1, 6)   (2, 16)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 28)   (11, 1)   (12, 24)   (13, 5)   (14, 15)   (15, 2)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 27)   (22, 17)   (23, 10)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 6)   (2, 5)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 28)   (11, 1)   (12, 24)   (13, 11)   (14, 15)   (15, 16)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 27)   (22, 10)   (23, 17)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 2)
(0, 29)   (1, 6)   (2, 5)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 28)   (11, 1)   (12, 19)   (13, 2)   (14, 15)   (15, 16)   (16, 20)   (17, 13)   (18, 24)   (19, 22)   (20, 3)   (21, 27)   (22, 10)   (23, 17)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 23)   (2, 5)   (3, 16)   (4, 8)   (5, 18)   (6, 13)   (7, 25)   (8, 0)   (9, 21)   (10, 28)   (11, 17)   (12, 24)   (13, 2)   (14, 15)   (15, 14)   (16, 20)   (17, 6)   (18, 19)   (19, 22)   (20, 3)   (21, 27)   (22, 1)   (23, 10)   (24, 12)   (25, 9)   (26, 7)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 21)   (2, 23)   (3, 7)   (4, 26)   (5, 9)   (6, 14)   (7, 29)   (8, 0)   (9, 17)   (10, 4)   (11, 8)   (12, 2)   (13, 20)   (14, 22)   (15, 24)   (16, 18)   (17, 19)   (18, 6)   (19, 5)   (20, 3)   (21, 13)   (22, 1)   (23, 10)   (24, 12)   (25, 27)   (26, 16)   (27, 25)   (28, 15)   (29, 11)
(0, 29)   (1, 6)   (2, 16)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 28)   (11, 17)   (12, 24)   (13, 5)   (14, 15)   (15, 2)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 27)   (22, 23)   (23, 10)   (24, 12)   (25, 18)   (26, 1)   (27, 4)   (28, 26)   (29, 11)
(0, 18)   (1, 9)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 4)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 20)   (14, 24)   (15, 22)   (16, 15)   (17, 10)   (18, 6)   (19, 13)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 29)
(0, 28)   (1, 29)   (2, 13)   (3, 1)   (4, 23)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 4)   (11, 22)   (12, 27)   (13, 11)   (14, 17)   (15, 16)   (16, 20)   (17, 19)   (18, 6)   (19, 9)   (20, 3)   (21, 12)   (22, 18)   (23, 26)   (24, 15)   (25, 2)   (26, 7)   (27, 5)   (28, 24)   (29, 10)
(0, 28)   (1, 21)   (2, 5)   (3, 7)   (4, 25)   (5, 8)   (6, 13)   (7, 2)   (8, 0)   (9, 20)   (10, 23)   (11, 24)   (12, 19)   (13, 29)   (14, 15)   (15, 22)   (16, 1)   (17, 14)   (18, 17)   (19, 6)   (20, 3)   (21, 27)   (22, 18)   (23, 10)   (24, 12)   (25, 9)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 15)   (2, 5)   (3, 16)   (4, 23)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 12)   (11, 8)   (12, 19)   (13, 11)   (14, 17)   (15, 29)   (16, 20)   (17, 13)   (18, 1)   (19, 22)   (20, 3)   (21, 27)   (22, 18)   (23, 10)   (24, 24)   (25, 6)   (26, 7)   (27, 4)   (28, 26)   (29, 2)
(0, 18)   (1, 9)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 4)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 20)   (14, 24)   (15, 29)   (16, 15)   (17, 10)   (18, 6)   (19, 13)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 22)
(0, 18)   (1, 9)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 4)   (8, 0)   (9, 21)   (10, 2)   (11, 24)   (12, 19)   (13, 20)   (14, 15)   (15, 22)   (16, 17)   (17, 10)   (18, 13)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 29)
(0, 18)   (1, 9)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 4)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 13)   (14, 15)   (15, 22)   (16, 24)   (17, 10)   (18, 20)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 29)
(0, 18)   (1, 9)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 4)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 24)   (14, 15)   (15, 22)   (16, 20)   (17, 10)   (18, 13)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 29)
(0, 28)   (1, 15)   (2, 5)   (3, 1)   (4, 23)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 12)   (11, 8)   (12, 19)   (13, 11)   (14, 6)   (15, 24)   (16, 20)   (17, 13)   (18, 16)   (19, 22)   (20, 3)   (21, 27)   (22, 18)   (23, 10)   (24, 29)   (25, 17)   (26, 7)   (27, 4)   (28, 26)   (29, 2)
(0, 18)   (1, 9)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 4)   (8, 0)   (9, 21)   (10, 2)   (11, 24)   (12, 19)   (13, 20)   (14, 15)   (15, 29)   (16, 17)   (17, 10)   (18, 13)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 22)
(0, 18)   (1, 29)   (2, 7)   (3, 9)   (4, 1)   (5, 8)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 2)   (11, 6)   (12, 19)   (13, 20)   (14, 15)   (15, 22)   (16, 24)   (17, 10)   (18, 17)   (19, 13)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 28)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 13)   (2, 5)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 22)   (8, 0)   (9, 21)   (10, 23)   (11, 1)   (12, 24)   (13, 2)   (14, 17)   (15, 20)   (16, 25)   (17, 10)   (18, 19)   (19, 6)   (20, 3)   (21, 27)   (22, 29)   (23, 15)   (24, 12)   (25, 18)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 18)   (1, 21)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 10)   (8, 0)   (9, 9)   (10, 2)   (11, 17)   (12, 19)   (13, 20)   (14, 24)   (15, 29)   (16, 15)   (17, 4)   (18, 6)   (19, 13)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 22)
(0, 13)   (1, 2)   (2, 23)   (3, 24)   (4, 8)   (5, 7)   (6, 14)   (7, 28)   (8, 0)   (9, 17)   (10, 4)   (11, 22)   (12, 19)   (13, 11)   (14, 21)   (15, 29)   (16, 20)   (17, 1)   (18, 6)   (19, 9)   (20, 3)   (21, 27)   (22, 18)   (23, 15)   (24, 12)   (25, 5)   (26, 16)   (27, 25)   (28, 26)   (29, 10)
(0, 28)   (1, 29)   (2, 5)   (3, 25)   (4, 23)   (5, 7)   (6, 6)   (7, 22)   (8, 0)   (9, 21)   (10, 16)   (11, 1)   (12, 24)   (13, 2)   (14, 15)   (15, 14)   (16, 20)   (17, 13)   (18, 19)   (19, 8)   (20, 3)   (21, 27)   (22, 17)   (23, 10)   (24, 12)   (25, 18)   (26, 9)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 13)   (2, 5)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 12)   (11, 1)   (12, 24)   (13, 2)   (14, 17)   (15, 29)   (16, 23)   (17, 19)   (18, 6)   (19, 22)   (20, 3)   (21, 27)   (22, 10)   (23, 15)   (24, 20)   (25, 18)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 29)   (2, 5)   (3, 16)   (4, 25)   (5, 9)   (6, 14)   (7, 22)   (8, 0)   (9, 21)   (10, 13)   (11, 1)   (12, 24)   (13, 2)   (14, 17)   (15, 20)   (16, 8)   (17, 10)   (18, 19)   (19, 6)   (20, 3)   (21, 27)   (22, 23)   (23, 15)   (24, 12)   (25, 18)   (26, 7)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 13)   (2, 5)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 25)   (8, 0)   (9, 21)   (10, 12)   (11, 1)   (12, 24)   (13, 2)   (14, 17)   (15, 22)   (16, 23)   (17, 19)   (18, 6)   (19, 29)   (20, 3)   (21, 27)   (22, 10)   (23, 15)   (24, 20)   (25, 18)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 18)   (1, 28)   (2, 7)   (3, 25)   (4, 1)   (5, 8)   (6, 14)   (7, 29)   (8, 0)   (9, 21)   (10, 2)   (11, 17)   (12, 19)   (13, 9)   (14, 15)   (15, 12)   (16, 20)   (17, 10)   (18, 6)   (19, 13)   (20, 3)   (21, 27)   (22, 23)   (23, 5)   (24, 24)   (25, 11)   (26, 16)   (27, 4)   (28, 26)   (29, 22)
